Id,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,day,month,hour
475,9,41,0,0,1,35,1,1,250,8952,40,24,1306
476,32,94,0,0,32,98,0,0,234,17288,40,20,774
477,297,122,0,0,2,229,0,0,215,9846,42,21,1020
478,245,2,0,0,1,1,1,1,205,2908,41,25,167
479,283,41,0,0,78,167,1,0,195,8365,40,19,302
480,407,121,0,0,82,222,0,1,227,7066,40,16,121
481,245,2,14,0,0,194,1,0,227,10053,40,22,229
482,245,2,0,0,0,0,1,0,212,13171,41,15,511
483,245,2,16,0,0,0,1,0,203,8895,40,16,716
484,346,41,0,0,21,258,0,0,177,16096,40,25,216
485,295,73,0,2,0,0,0,0,67,10088,44,21,191
486,245,2,0,0,0,0,1,0,258,918,42,14,511
487,245,2,18,0,1,273,1,0,196,11641,40,24,995
488,32,94,0,0,20,170,0,0,206,1874,42,23,26
489,289,109,0,0,22,25,0,0,170,16359,45,18,1036
490,32,94,0,0,30,96,1,0,218,16968,41,23,1235
491,80,67,0,3,0,228,1,0,268,1890,41,24,448
492,273,98,0,0,15,2,0,1,215,3478,40,16,582
493,283,41,0,0,2,221,1,0,267,15771,46,19,3
494,32,94,0,0,1,223,1,0,219,3267,44,21,581
495,32,94,0,0,49,229,0,0,3,5501,46,19,170
496,88,74,0,0,60,35,0,0,145,12851,40,16,65
497,55,94,0,5,6,183,0,0,215,2658,40,18,424
498,289,109,0,0,31,60,0,0,165,51,41,18,241
499,493,41,0,5,38,35,0,0,205,7167,40,18,1112
500,283,41,0,0,12,270,0,0,207,16040,41,15,1337
501,245,2,0,0,0,124,1,1,216,8180,40,25,259
502,311,41,0,0,16,40,1,0,86,13648,45,20,1220
503,169,9,0,0,15,35,1,0,230,3018,41,16,1181
504,521,41,0,0,6,229,0,0,228,10585,41,22,1339
505,245,2,20,0,0,0,1,0,218,2631,44,22,418
506,327,120,0,2,15,262,1,0,216,2757,44,15,472
507,521,41,0,0,25,26,1,0,223,16394,40,19,1113
508,32,94,0,0,82,26,0,0,181,13613,45,23,4
509,176,32,0,6,0,216,0,1,11,5545,42,19,173
510,192,41,0,5,28,255,1,0,170,12179,41,19,175
511,277,94,0,0,12,205,1,0,228,9013,40,23,370
512,163,51,0,0,1,251,0,0,14,7597,43,21,1289
513,221,41,0,5,38,113,0,0,196,15000,45,19,63
514,221,41,0,5,15,24,0,0,177,10718,42,22,617
515,493,41,0,0,38,101,0,0,190,6693,40,21,486
516,345,78,0,0,0,216,1,0,181,1629,40,14,430
517,192,41,0,5,21,242,1,0,207,10868,43,14,732
518,485,41,0,0,31,107,0,0,224,253,43,15,1384
519,245,2,14,0,0,0,1,0,221,4712,46,25,844
520,212,41,0,0,49,281,1,0,210,11877,40,16,713
521,245,2,0,3,0,0,0,0,209,10520,45,21,478
522,245,2,16,0,0,228,1,0,212,8891,40,25,581
523,201,41,0,5,1,262,0,0,227,4850,16,4,0
524,245,2,1,2,0,0,0,0,196,15526,41,23,556
525,337,65,0,0,2,219,0,0,217,11140,46,19,71
526,461,41,0,0,11,212,1,0,245,12111,44,16,738
527,485,41,0,0,13,94,0,0,15,18,45,20,152
528,302,41,0,2,0,262,1,0,223,12627,40,14,1033
529,326,41,0,5,0,251,1,1,170,12321,42,15,1409
530,283,41,0,0,82,219,0,0,227,10388,46,15,79
531,392,41,0,0,6,26,0,1,48,523,45,14,139
532,32,94,0,0,28,168,1,0,12,1181,40,19,13
533,228,41,0,0,60,147,1,0,199,8892,44,15,1323
534,245,2,16,0,0,112,1,0,181,9323,45,14,1066
535,414,78,0,5,1,183,0,0,31,3207,42,21,673
536,283,41,0,0,4,208,0,0,220,7470,41,15,1285
537,346,41,0,0,4,225,0,1,232,12393,45,16,149
538,392,41,0,0,10,15,1,1,216,565,43,25,247
539,221,41,0,5,15,24,0,0,196,10858,45,22,1128
540,283,41,0,0,38,177,0,0,208,4468,45,19,787
541,32,94,0,0,1,223,1,0,219,3264,43,14,862
542,49,41,0,0,49,226,0,0,182,5972,40,25,713
543,327,120,0,2,0,0,0,0,177,10088,40,16,761
544,32,94,0,2,0,0,0,0,246,10088,41,22,258
545,241,130,0,0,15,35,0,0,268,11587,44,17,1233
546,245,2,0,3,0,240,1,0,254,2417,44,14,364
547,146,40,0,5,49,135,1,0,177,1933,43,20,614
548,290,94,0,0,38,24,0,0,181,6448,45,25,1434
549,493,41,0,0,38,147,0,0,190,7163,42,15,217
550,55,94,0,5,60,90,0,0,245,17431,45,14,520
551,414,78,0,5,8,205,0,0,212,4795,45,17,316
552,300,156,0,0,8,226,0,0,170,290,42,14,898
553,414,78,0,5,43,278,0,0,201,6408,45,17,697
554,245,2,18,3,0,0,0,0,19,15403,46,24,624
555,208,91,0,6,0,0,1,0,190,8531,41,25,988
556,493,41,0,0,38,101,0,0,186,6527,46,15,1237
557,485,41,0,0,27,183,0,0,205,3776,40,17,370
558,493,41,0,0,38,101,0,0,199,6719,41,15,514
559,245,2,0,3,0,0,0,0,201,10619,40,25,1304
560,245,2,0,0,0,240,0,0,145,8685,40,24,44
561,446,77,0,2,0,0,0,0,217,4955,42,20,1261
562,257,41,0,0,82,226,0,0,226,12104,45,19,1172
563,245,2,17,2,0,112,0,0,10,3876,41,19,471
564,327,120,0,2,0,1,1,0,217,4419,40,24,1289
565,245,2,0,0,0,194,1,0,201,933,41,14,294
566,327,120,0,0,15,205,0,0,227,1612,46,23,1174
567,259,41,0,0,1,251,0,0,234,7173,42,25,536
568,327,120,0,0,15,205,0,0,227,1444,46,18,114
569,327,120,0,0,15,205,0,0,227,1440,42,23,1394
570,485,41,0,0,32,134,0,1,179,18128,45,17,154
571,477,41,0,0,22,7,1,1,205,1143,42,21,1113
572,348,41,1,0,11,187,0,0,221,4958,41,16,499
573,493,41,0,5,38,46,0,0,189,5837,43,18,580
574,485,41,0,0,4,205,0,0,222,3196,45,17,567
575,419,79,0,0,39,40,0,0,207,1470,41,21,507
576,297,122,0,0,8,242,0,0,208,10407,44,19,1231
577,311,41,0,0,16,86,1,0,130,16224,44,21,1260
578,339,147,0,0,4,243,0,0,215,6412,43,18,1372
579,245,2,0,0,0,273,1,0,145,10499,41,23,452
580,441,41,0,0,6,113,0,0,256,3072,44,17,1223
581,245,2,0,0,0,0,1,0,111,2468,40,18,429
582,245,2,16,0,0,1,1,0,186,9918,40,19,1407
583,245,2,0,0,38,2,0,0,205,17225,44,14,246
584,297,122,0,0,8,241,0,0,208,10012,44,23,125
585,283,41,0,0,38,177,0,1,173,5091,41,14,679
586,169,133,0,0,4,226,0,0,264,3846,45,15,1109
587,327,120,0,6,0,0,0,0,222,14790,14,5,30
588,383,41,0,0,36,91,1,0,205,70,42,14,1213
589,245,2,19,0,0,0,1,0,138,7455,44,24,469
590,414,78,0,5,22,236,0,0,240,9586,40,15,601
591,283,41,0,0,11,268,0,0,209,15676,41,25,1330
592,493,41,0,0,38,124,0,0,189,8064,41,15,1423
593,273,98,0,0,38,13,1,1,226,3413,41,24,715
594,492,85,0,3,0,0,0,0,46,1641,40,22,274
595,493,41,0,0,38,101,0,0,196,6903,41,17,1055
596,154,41,0,0,8,183,0,0,165,4654,45,22,1279
597,245,2,0,0,0,112,1,0,196,15179,46,14,555
598,80,67,0,5,15,273,1,0,121,12199,40,23,1394
599,327,120,0,5,0,0,1,0,173,1816,41,12,787
600,485,41,0,0,6,243,0,1,237,9311,46,18,1402
601,245,2,14,0,0,0,1,1,89,10060,40,25,485
602,129,41,0,0,4,274,1,1,211,18183,45,24,426
603,493,41,0,0,38,101,0,0,199,6777,42,24,1276
604,221,41,0,5,15,24,0,0,209,12069,43,14,46
605,245,2,14,0,0,1,0,0,177,14266,44,19,548
606,27,41,0,0,1,2,0,0,11,1072,41,17,896
607,310,89,0,0,10,16,0,1,235,13220,45,16,1323
608,373,41,0,0,1,2,0,0,230,6279,40,22,381
609,392,41,0,0,6,11,0,0,32,219,44,18,1244
610,192,41,0,5,35,270,0,0,10,13963,44,22,77
611,493,41,0,0,38,101,0,0,195,6507,43,25,596
612,70,50,0,0,0,217,0,0,252,13120,45,24,615
613,221,41,16,0,15,262,0,0,196,11702,46,23,928
614,245,2,16,0,0,194,1,0,205,2771,44,17,451
615,245,2,14,0,0,216,0,0,133,12098,41,21,179
616,273,98,0,0,4,195,0,0,153,8146,44,25,568
617,241,130,0,0,15,213,0,0,219,226,45,24,1423
618,221,41,0,0,15,273,0,0,226,13016,42,20,296
619,477,41,0,0,11,9,1,0,239,1796,43,17,1128
620,392,41,0,0,6,15,1,0,203,362,45,17,126
621,419,79,0,0,30,34,0,0,208,843,41,25,443
622,446,77,0,2,0,0,0,0,209,3641,40,22,127
623,213,41,1,0,15,199,0,0,208,14088,41,14,1430
624,245,2,16,0,0,216,1,1,173,9845,45,25,222
625,221,41,0,5,2,222,0,0,190,2063,42,18,1240
626,231,41,0,0,15,68,1,0,189,8423,40,22,415
627,300,156,0,5,49,147,1,0,78,12586,45,19,379
628,32,94,0,0,70,233,0,0,266,6418,41,16,132
629,493,41,0,0,38,101,0,0,190,6810,43,14,204
630,163,51,0,0,15,262,0,0,230,8993,41,21,1204
631,339,147,0,0,6,246,0,0,228,7639,41,18,1370
632,493,41,0,0,38,101,0,0,190,6819,40,14,1168
633,231,41,0,0,15,90,0,0,208,9045,45,15,561
634,245,2,1,0,0,0,1,0,145,8412,46,15,597
635,339,147,0,0,6,243,0,0,211,6094,45,20,847
636,526,41,0,0,15,187,1,0,29,12290,40,20,933
637,32,94,0,2,0,0,0,0,56,10088,46,19,24
638,221,41,0,6,0,112,0,0,252,14430,46,21,203
639,245,2,1,0,0,0,1,0,189,12645,41,14,432
640,32,94,0,0,16,31,0,0,210,13553,41,25,13
641,469,41,0,5,1,216,1,0,165,8373,30,5,0
642,487,41,0,0,6,227,1,0,230,15278,43,15,226
643,295,73,0,0,63,141,1,0,56,17582,40,19,1044
644,177,41,0,0,1,240,1,0,201,9314,40,23,151
645,32,94,0,0,49,124,0,0,186,4774,44,21,1293
646,487,41,0,0,21,225,0,0,246,13943,41,22,351
647,411,40,0,0,53,56,0,0,189,11604,46,19,1433
648,477,41,0,0,6,245,0,0,256,18424,40,19,615
649,245,2,16,2,0,0,0,0,206,10257,46,15,543
650,245,2,14,2,0,0,0,0,219,7347,44,14,570
651,32,94,0,0,60,22,0,0,182,12751,46,21,7
652,410,94,0,2,6,167,1,0,177,243,44,14,878
653,245,2,18,3,0,0,1,0,215,10403,40,24,548
654,485,41,0,0,8,33,0,0,40,15168,45,21,1379
655,493,41,0,5,38,90,0,0,186,5927,43,18,546
656,169,9,0,0,82,217,0,0,145,8809,41,21,274
657,345,78,0,0,0,216,1,0,181,1629,40,14,1072
658,221,41,0,5,16,267,0,0,201,6307,45,20,1246
659,245,2,1,0,0,0,1,0,180,8840,41,25,1248
660,221,41,0,5,15,24,0,0,189,10881,43,20,1139
661,32,94,0,2,0,0,0,0,212,10088,42,20,6
662,32,94,0,2,0,0,0,0,145,10088,46,15,1275
663,221,41,0,5,16,267,0,0,181,6101,42,20,175
664,221,41,15,0,27,273,1,0,206,13321,42,25,1424
665,254,41,0,5,8,23,1,1,245,13039,45,20,1340
666,283,41,0,0,38,177,0,0,208,4961,40,21,1172
667,327,120,0,6,0,0,0,0,222,12540,22,4,30
668,472,41,0,0,9,231,1,0,215,10339,44,22,378
669,297,122,0,0,49,208,0,0,210,8588,43,21,1245
670,311,41,0,0,22,125,1,1,55,18244,42,16,1317
671,415,40,0,5,0,240,1,0,232,968,42,19,1115
672,245,2,0,6,0,194,1,0,190,303,41,18,185
673,289,109,0,0,22,20,0,0,221,15649,45,15,678
674,493,41,0,0,38,101,0,0,190,6589,42,18,385
675,245,2,14,3,0,0,0,0,153,18186,45,21,140
676,283,41,0,0,15,101,0,0,6,3502,44,21,663
677,27,41,0,0,78,124,0,0,182,5119,41,24,1150
678,289,109,0,0,22,37,0,1,89,17941,41,22,101
679,273,98,0,0,15,24,0,1,196,3712,46,16,929
680,245,2,0,0,15,240,1,1,170,18097,44,19,978
681,241,130,0,5,1,35,0,1,257,12460,44,23,489
682,245,2,16,0,0,0,1,0,206,9963,44,24,286
683,21,88,0,0,0,240,1,0,190,1651,45,19,267
684,69,130,0,0,38,124,0,0,211,10940,42,25,913
685,283,41,0,0,82,252,0,1,219,15482,45,19,736
686,345,78,0,0,0,216,1,0,181,1629,40,14,444
687,392,41,0,0,15,229,1,0,58,11858,45,24,978
688,192,41,0,5,25,250,0,0,165,11904,42,15,102
689,192,41,0,0,19,237,0,0,211,9398,42,25,740
690,116,130,0,0,38,199,0,1,211,6035,40,19,711
691,39,41,0,0,39,260,0,0,199,9077,40,19,1151
692,289,109,0,0,22,25,0,0,170,16351,41,21,692
693,192,41,0,5,24,248,0,0,226,11896,44,23,1084
694,495,131,0,0,0,79,1,0,210,9529,40,23,1092
695,192,41,0,0,49,201,0,0,10,5512,40,24,294
696,392,41,0,0,78,7,1,1,266,17095,45,24,1179
697,213,41,1,0,0,124,0,0,211,10276,44,20,242
698,403,48,0,0,30,18,0,0,212,15784,42,24,164
699,245,2,14,0,0,1,1,1,215,11973,41,22,324
700,403,48,0,0,33,36,0,0,203,16135,42,15,1396
701,32,94,0,0,78,63,0,0,4,14308,44,25,1114
702,245,2,16,0,0,1,1,0,165,15596,41,17,185
703,274,130,0,0,15,256,0,0,138,7534,41,14,842
704,245,2,14,0,0,1,0,0,67,4075,41,19,1403
705,339,147,0,0,4,245,0,0,207,7918,46,17,444
706,326,41,0,5,0,251,1,1,170,12395,42,1,787
707,485,41,0,0,28,111,0,0,20,745,42,24,1378
708,213,41,1,0,15,135,0,0,217,9717,45,18,406
709,245,2,14,0,0,1,1,0,34,4895,42,19,419
710,27,41,0,0,1,2,0,0,255,1093,40,22,257
711,327,120,0,6,0,0,0,0,222,14707,18,5,30
712,245,2,1,0,0,0,1,0,203,17025,44,22,543
713,213,41,0,6,0,194,0,0,240,11720,40,24,652
714,493,41,0,0,38,101,0,0,227,6743,44,15,834
715,415,40,0,6,0,0,0,0,222,14927,41,25,1370
716,245,2,0,0,0,240,1,0,238,15465,41,19,357
717,297,122,0,0,82,239,1,0,145,10883,42,21,966
718,477,41,0,0,2,229,0,0,232,15716,40,19,475
719,154,41,0,0,8,187,0,0,216,4888,42,14,595
720,327,120,0,5,0,1,1,0,261,10458,20,6,0
721,163,51,0,0,15,2,0,0,255,8986,43,17,1209
722,213,41,1,0,15,35,0,0,224,5407,41,18,489
723,493,41,0,0,38,101,1,0,190,6980,44,18,1371
724,177,41,0,0,0,228,0,0,224,8866,44,21,931
725,221,41,0,5,2,222,0,0,190,2298,44,22,1145
726,245,2,0,2,0,216,0,0,138,2854,40,21,460
727,399,94,0,0,78,183,0,0,78,13326,45,17,390
728,173,62,0,0,15,183,0,0,161,3919,45,18,1014
729,245,2,0,6,0,112,1,0,78,582,41,23,787
730,346,41,0,0,82,195,0,0,231,7911,41,16,192
731,477,41,0,0,29,42,1,0,205,1668,42,21,1202
732,477,41,0,0,31,67,1,0,205,2028,42,17,1090
733,32,94,0,2,0,0,0,0,205,10088,42,15,1362
734,245,2,0,0,49,68,1,0,211,16352,44,18,565
735,245,2,0,0,0,210,1,0,195,6007,46,25,879
736,345,78,0,0,0,216,1,0,181,1629,40,14,140
737,245,2,0,6,0,112,1,0,122,2309,46,23,605
738,245,2,17,0,0,112,1,0,235,14239,42,15,486
739,521,41,0,0,38,68,0,0,5,2581,44,22,949
740,393,41,0,0,4,250,0,0,221,18242,45,23,455
741,10,136,0,0,15,195,0,0,189,4644,42,18,321
742,469,41,0,5,15,228,1,0,165,8740,22,3,0
743,245,2,1,3,0,0,0,0,5,10754,40,16,640
744,327,120,0,0,0,1,1,0,207,14352,42,20,1087
745,245,2,14,0,0,194,1,0,238,8896,46,15,613
746,443,41,0,0,0,35,1,1,224,15908,40,18,1383
747,245,2,16,0,0,112,1,0,215,18052,44,21,249
748,27,41,0,0,1,2,0,0,75,1202,46,17,464
749,245,2,3,0,0,1,1,0,207,17031,41,25,447
750,245,2,23,2,0,0,0,0,195,12486,44,23,509
751,148,166,0,0,27,205,0,0,133,9635,40,15,660
752,392,41,0,0,78,22,0,0,221,18099,43,16,1390
753,208,91,0,6,0,0,1,0,133,14305,46,13,785
754,245,2,1,0,0,0,1,0,122,6171,44,21,1306
755,332,12,0,0,49,158,0,0,140,135,41,25,788
756,393,41,0,0,82,237,0,0,8,17212,44,16,515
757,221,41,0,5,60,187,0,0,196,17510,44,18,843
758,245,2,0,0,0,251,1,0,145,427,40,23,211
759,221,41,0,5,38,113,0,0,196,14429,45,18,1117
760,392,41,0,0,15,233,0,0,57,11946,40,25,585
761,392,41,0,0,2,10,0,0,3,17485,41,15,188
762,392,41,0,0,6,17,1,1,217,481,42,15,316
763,35,39,0,5,1,201,1,0,219,8313,40,22,988
764,327,120,0,0,15,46,1,0,245,1917,40,15,1202
765,245,2,20,0,1,228,1,1,217,13784,40,25,658
766,493,41,0,0,27,101,0,0,196,6759,41,25,440
767,283,41,0,0,4,187,0,0,215,6160,41,19,1389
768,213,41,0,6,0,194,0,0,217,11069,45,20,853
769,245,2,1,0,0,216,1,0,203,15327,46,16,417
770,392,41,0,0,12,10,1,0,29,176,45,21,1279
771,485,41,0,0,70,236,0,1,229,9355,41,21,191
772,403,48,0,0,22,268,0,0,233,12625,41,21,183
773,245,2,0,2,0,112,0,0,32,3752,45,19,1373
774,245,2,0,0,0,0,1,0,34,7245,45,22,478
775,169,125,0,5,2,219,0,0,267,11271,45,24,575
776,221,41,0,5,2,222,0,0,181,2057,42,22,87
777,151,41,1,0,1,2,0,0,208,9243,46,14,1181
778,213,41,0,6,0,194,0,0,186,14089,43,16,1246
779,297,122,0,0,2,230,0,0,208,9740,40,25,176
780,327,120,0,0,70,230,0,0,250,3274,45,18,1432
781,493,41,0,0,38,135,0,0,190,7563,45,15,311
782,493,41,0,0,38,101,0,0,190,6649,40,21,1178
783,414,78,0,5,1,199,0,0,260,3094,43,18,424
784,346,41,0,0,16,245,0,1,180,14478,44,14,247
785,32,67,0,0,1,224,1,0,27,3773,45,24,715
786,213,41,1,0,0,195,0,0,208,12809,45,20,354
787,32,94,0,0,60,233,0,0,205,6364,41,15,1334
788,221,41,0,5,60,187,0,0,190,17392,45,21,1097
789,414,78,0,5,1,210,0,0,230,15645,40,9,788
790,493,41,0,0,38,101,0,0,195,7095,40,25,1246
791,345,78,0,0,0,216,1,0,181,1629,40,14,1062
792,415,40,0,6,0,0,1,0,222,16306,41,25,579
793,311,41,0,0,25,98,1,1,113,16987,42,18,1284
794,490,24,0,5,22,234,0,0,196,4517,46,21,377
795,245,2,0,0,1,1,1,0,234,10778,45,19,161
796,169,125,0,5,4,217,0,0,4,11718,46,14,271
797,403,48,0,0,33,22,0,0,212,16241,41,24,1331
798,241,130,0,0,38,158,1,0,181,16921,45,24,785
799,245,2,14,2,0,0,0,0,243,1851,44,25,351
800,311,41,0,0,20,70,1,0,42,15505,44,18,1305
801,245,2,0,0,0,194,1,1,89,2753,40,14,300
802,419,79,0,0,30,34,0,0,223,818,41,15,366
803,80,67,0,5,49,167,0,0,219,2202,43,23,511
804,32,41,0,0,38,222,1,1,256,8296,44,18,1329
805,228,41,0,0,38,90,1,0,201,8399,44,15,1309
806,337,65,0,0,1,251,0,0,218,12498,40,18,83
807,304,41,0,0,2,220,0,0,230,11979,41,14,561
808,477,41,0,0,15,211,1,0,255,10262,46,22,1206
809,273,41,0,0,4,233,1,1,43,1083,46,17,960
810,403,48,0,0,37,49,1,0,224,18343,46,21,264
811,111,45,0,0,70,187,0,0,210,5003,45,16,960
812,493,41,0,5,38,46,0,0,186,5700,41,25,277
813,399,94,0,0,38,113,0,0,219,11889,42,20,1397
814,115,94,1,0,38,113,0,0,15,5413,46,15,201
815,274,130,0,0,1,113,0,0,201,2373,40,16,99
816,221,41,0,5,60,187,0,0,201,17557,45,17,1150
817,403,48,0,0,8,246,0,0,138,9553,41,15,302
818,241,130,0,0,27,21,0,0,237,9000,46,18,392
819,245,2,0,0,0,1,1,0,199,17810,42,15,303
820,447,41,0,5,38,147,0,0,190,16913,40,25,550
821,392,41,0,0,9,19,1,1,234,695,40,15,255
822,245,2,0,0,0,0,1,0,214,13263,45,25,1339
823,245,2,1,0,0,0,1,0,228,2390,44,25,1405
824,392,41,0,0,78,8,1,0,268,16772,45,14,348
825,241,130,0,0,8,239,0,0,216,12747,44,20,1110
826,346,41,0,0,2,212,0,0,248,8509,44,14,441
827,327,120,0,5,78,90,0,0,222,7442,43,22,540
828,345,78,0,0,0,216,1,0,181,1629,40,14,456
829,406,121,0,0,49,201,0,1,222,7432,44,11,786
830,231,41,0,0,15,68,0,0,212,8111,42,15,518
831,346,41,0,0,4,212,0,0,19,10711,41,17,134
832,283,41,0,0,38,177,0,0,173,4610,44,18,1122
833,55,94,0,5,4,183,0,0,111,2605,44,17,311
834,245,2,4,2,0,0,0,0,182,13284,45,17,168
835,245,2,1,0,0,0,0,0,12,15447,44,14,807
836,35,39,0,5,15,46,0,1,190,35,44,20,1161
837,245,2,0,0,0,0,1,0,247,1816,45,21,574
838,327,120,0,0,15,205,0,0,227,1617,42,23,1106
839,245,2,14,0,0,0,1,0,89,2387,44,24,516
840,245,2,0,0,0,262,1,0,244,10200,46,15,534
841,289,109,0,0,12,259,0,0,226,12301,46,22,85
842,32,94,0,0,16,31,0,0,212,13549,43,25,12
843,116,130,0,0,28,60,1,1,215,998,42,20,842
844,32,94,0,0,22,58,1,0,173,15045,43,15,436
845,221,41,0,5,15,24,0,0,190,11020,44,16,1116
846,213,41,1,0,15,35,0,0,212,6203,45,25,475
847,521,41,0,0,13,255,1,0,262,13685,42,24,1255
848,273,98,0,0,27,79,0,0,263,4557,41,21,656
849,521,41,0,0,38,68,0,0,5,2583,46,22,252
850,32,94,0,2,0,0,0,0,196,10088,43,22,280
851,192,41,0,5,27,147,0,0,208,3900,40,15,754
852,165,130,0,0,25,280,1,0,186,14452,44,17,575
853,392,41,0,0,6,15,1,1,41,157,41,22,851
854,392,41,0,0,9,22,1,1,220,1305,45,19,175
855,493,41,0,0,27,101,0,0,190,7127,44,15,1064
856,116,130,0,0,60,191,0,1,222,4538,46,20,1276
857,245,2,16,0,0,216,1,0,207,8607,45,23,175
858,221,41,0,5,15,24,0,0,195,11139,44,16,15
859,158,41,0,0,1,79,0,0,170,4098,46,18,1326
860,493,41,0,5,38,46,0,0,190,5926,41,14,237
861,173,62,0,0,2,244,0,0,201,7598,45,17,595
862,163,12,0,5,27,216,0,0,161,11331,41,20,702
863,66,41,0,2,15,177,0,0,244,3055,45,15,495
864,370,41,0,0,0,112,0,0,247,4490,44,25,186
865,228,41,0,0,60,124,1,0,186,2996,46,14,1323
866,477,41,0,0,1,113,1,0,265,9097,42,17,909
867,140,138,0,0,46,281,1,0,145,14206,41,14,975
868,255,68,0,0,20,34,1,0,216,16374,41,23,315
869,485,41,0,0,31,99,0,0,242,17133,44,23,1397
870,392,41,0,0,15,46,0,0,221,655,43,25,675
871,140,138,0,0,48,279,1,0,145,14725,41,25,364
872,221,41,0,5,16,267,0,0,190,5866,40,19,316
873,215,99,0,5,0,240,1,0,257,4447,40,16,1360
874,228,41,0,0,38,90,1,0,201,8471,44,24,1291
875,247,41,0,0,20,36,1,0,201,17074,43,20,776
876,485,41,0,0,8,30,1,0,5,14864,40,14,1350
877,82,130,0,0,15,167,0,0,191,9259,45,22,1247
878,100,41,0,0,0,24,1,0,212,16074,46,19,154
879,419,79,0,0,36,27,0,0,218,4782,45,21,366
880,485,41,0,0,60,217,0,0,238,3904,43,17,404
881,163,51,0,0,0,35,0,0,217,9533,45,17,168
882,213,41,1,0,15,35,0,0,212,5207,45,25,514
883,286,41,0,5,2,183,1,0,205,3965,46,15,1267
884,415,40,0,6,0,0,0,0,222,14655,44,25,496
885,289,109,0,0,31,60,0,0,165,18589,45,15,1317
886,245,2,14,0,0,195,1,0,195,5206,42,25,17
887,32,94,0,2,0,0,0,0,218,10088,43,22,14
888,245,2,14,0,0,0,1,0,78,1448,44,19,600
889,241,130,0,0,15,35,1,0,22,10707,44,21,1415
890,493,41,0,0,38,183,0,0,199,7302,46,24,1293
891,493,41,0,0,38,101,0,0,190,6609,42,18,569
892,493,41,0,0,38,101,0,0,199,6797,42,24,1386
893,485,41,0,0,37,119,0,0,252,180,45,25,1392
894,477,41,0,0,4,227,0,0,206,5333,40,14,436
895,493,41,0,0,27,101,0,0,190,7358,44,25,744
896,32,94,0,0,60,19,0,0,180,12833,43,22,1147
897,213,41,1,0,27,90,0,0,218,8567,44,20,341
898,415,40,0,6,0,0,1,0,222,16391,45,25,315
899,244,41,0,0,78,280,1,1,237,1493,43,20,68
900,245,2,1,0,0,216,0,0,207,8984,45,14,329
901,245,2,0,6,0,194,0,0,11,469,40,17,206
902,245,2,0,0,0,0,1,0,203,10999,40,17,849
903,493,41,0,0,38,101,0,0,190,6601,42,21,1234
904,35,39,0,0,38,225,0,1,189,9609,44,18,572
905,245,2,18,0,0,1,1,0,224,18428,45,17,178
906,403,48,0,0,25,23,0,0,206,16711,44,17,282
907,414,78,0,5,1,135,0,1,27,1959,42,21,475
908,245,2,0,0,0,216,1,0,224,13257,46,15,897
909,35,39,0,5,78,230,1,1,255,12185,40,19,1116
910,192,41,0,5,16,237,0,0,235,12944,44,21,1192
911,245,2,16,2,0,0,0,0,177,2446,43,14,511
912,32,94,0,0,34,114,0,0,217,18056,41,22,1408
913,485,41,0,0,25,49,0,0,240,14789,46,18,255
914,111,45,0,0,78,201,1,0,201,8140,46,24,251
915,245,2,16,0,0,112,1,0,190,17931,46,20,293
916,297,122,0,0,49,208,0,0,231,8602,43,17,1288
917,485,41,0,0,70,265,1,1,219,12744,45,24,1424
918,221,41,0,5,38,113,0,0,196,14412,45,18,1069
919,50,41,0,5,60,24,0,0,199,16683,28,3,0
920,295,96,0,5,11,232,0,0,245,6846,46,25,852
921,334,41,0,0,82,191,0,1,232,9237,41,21,301
922,245,2,0,0,1,1,1,0,216,14291,46,19,634
923,463,109,0,0,60,212,1,0,238,9373,46,21,533
924,485,41,0,0,31,86,0,0,240,17790,41,15,1397
925,414,78,0,5,82,177,0,0,254,3025,44,22,342
926,493,41,0,5,27,46,0,0,182,5681,45,19,265
927,339,147,0,0,6,269,0,0,201,8138,41,14,912
928,283,41,0,0,27,211,0,0,208,5663,43,17,334
929,327,120,0,6,0,1,0,0,206,9572,44,14,835
930,228,41,0,0,15,2,1,0,230,17963,44,23,359
931,460,94,0,5,78,90,0,0,222,8481,46,19,276
932,501,94,0,0,0,194,1,1,211,17961,45,23,288
933,382,41,0,0,60,147,0,0,201,6162,40,20,1359
934,245,2,1,0,0,0,1,0,180,2564,40,21,562
935,245,2,14,0,0,64,1,0,210,1416,40,14,179
936,392,41,0,0,15,46,0,0,210,474,40,14,504
937,163,51,0,0,1,251,0,0,14,7643,44,21,280
938,221,41,0,0,38,24,0,0,201,13521,40,21,189
939,311,41,0,0,12,26,1,0,73,12897,40,14,1260
940,32,94,0,0,8,5,0,0,238,13637,45,19,1173
941,245,2,19,2,0,0,1,0,206,9362,46,25,162
942,192,41,0,0,29,265,1,0,217,12117,43,16,36
943,32,94,0,0,27,212,0,1,243,4174,46,22,580
944,32,41,0,0,10,53,1,0,230,18496,46,14,635
945,331,41,0,0,11,257,1,0,245,6132,44,24,1313
946,283,41,0,0,70,177,0,0,206,4609,45,15,901
947,241,130,0,0,0,135,1,0,239,16549,44,24,365
948,192,41,0,5,33,266,1,0,248,13652,41,14,722
949,245,2,18,0,0,1,1,0,203,9367,41,15,202
950,245,2,0,0,0,1,1,0,258,2092,43,16,984
951,137,0,0,0,9,231,0,0,221,8877,44,23,121
