Id,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label,day,month,hour
286,reply,ebay.in,0,multipart/alternative,36,134,0,0,84,89756,3,Wed,Jan,8.8
287,iiitd,ac.in,0,multipart/alternative,0,0,1,0,127,684,2,Fri,Feb,16.166666666666668
288,google,com,0,multipart/alternative,9,24,1,0,66,17740,0,Fri,Sep,16.133333333333333
289,iiitd,ac.in,5,multipart/alternative,0,0,1,0,21,726,2,Wed,Mar,20.0
290,statebankrewardz,com,0,multipart/mixed,22,47,0,0,77,36826,0,Tue,Jun,1.3
291,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,3.7666666666666666
292,amazon,in,0,multipart/alternative,6,116,0,0,33,54543,3,Wed,Feb,0.3
293,godaddy,com,0,text/html,1,18,0,0,24,17012,0,Fri,Jan,2.8
294,iiitd,ac.in,0,multipart/alternative,2,2,1,0,32,3350,2,Fri,Jul,11.65
295,centralesupelec,fr,0,text/html,17,55,0,0,205,44193,2,Wed,Oct,17.65
296,quora,com,0,multipart/alternative,8,110,0,1,63,86911,1,Wed,Sep,0.7833333333333333
297,discuss,pytorch.org,0,multipart/alternative,48,92,0,0,24,61248,3,Mon,Sep,14.166666666666666
298,nvidia,com,0,multipart/alternative,21,67,0,1,42,67795,0,Sun,Feb,23.516666666666666
299,amazon,in,0,multipart/alternative,6,118,0,0,33,54473,3,Tue,Mar,0.2
300,state,gov,0,multipart/mixed,0,0,0,0,78,136085,0,Thu,Mar,7.416666666666667
301,udacity,com,0,multipart/alternative,12,47,0,0,45,63290,3,Tue,Jan,12.883333333333333
302,quora,com,0,multipart/alternative,0,14,1,0,37,4852,1,Fri,May,8.25
303,ieee,org,0,multipart/alternative,4,14,1,0,68,3806,0,Fri,Nov,7.083333333333333
304,twitter,com,0,multipart/alternative,36,223,0,0,132,104069,1,Fri,Oct,10.416666666666666
305,dataquest-0740d8e6e13d,intercom-mail.com,0,multipart/alternative,3,13,0,1,49,20991,3,Fri,Jan,17.6
306,iiitd,ac.in,1,multipart/alternative,0,0,1,0,24,249,2,Fri,Apr,19.283333333333335
307,olacabs,com,0,multipart/mixed,2,34,0,0,34,81965,0,Mon,Sep,18.25
308,quora,com,0,multipart/alternative,8,15,0,1,46,13296,0,Mon,Sep,8.9
309,amazon,fr,0,multipart/alternative,17,192,1,0,99,75733,3,Tue,Dec,1.4
310,quora,com,0,multipart/alternative,12,112,0,1,126,107429,1,Sun,Jul,5.216666666666667
311,news,foodpanda.in,0,multipart/alternative,12,45,0,0,60,50327,3,Sat,May,4.166666666666667
312,youtube,com,0,multipart/alternative,28,121,1,1,80,86703,1,Sun,Mar,12.05
313,iiitd,ac.in,2,multipart/alternative,0,1,0,0,15,4312,2,Fri,Jul,10.283333333333333
314,iiitd,ac.in,0,multipart/alternative,0,19,1,0,37,12842,2,Thu,Mar,14.466666666666667
315,quora,com,0,multipart/alternative,10,102,1,0,102,82922,1,Fri,Apr,17.4
316,researchgate,net,0,multipart/alternative,12,89,0,1,30,44480,1,Tue,Nov,7.633333333333333
317,na,na,1,multipart/mixed,0,0,0,0,22,130044,0,Sun,May,13.666666666666666
318,olacabs,com,0,multipart/mixed,1,35,0,0,34,80451,0,Thu,Jul,20.166666666666668
319,bigbasket,com,0,text/html,8,20,1,0,39,18210,3,Sun,Feb,8.366666666666667
320,info,paytm.com,0,text/html,17,35,0,0,64,23074,3,Fri,Oct,5.216666666666667
321,mapbox,com,0,multipart/alternative,4,29,0,0,23,22796,3,Wed,Aug,14.983333333333333
322,amazon,in,0,multipart/mixed,0,0,0,0,49,4,3,Wed,May,0.6833333333333333
323,email,nvidia.com,0,text/html,7,30,0,0,37,34906,3,Fri,Feb,21.016666666666666
324,piazza,com,0,multipart/alternative,0,10,0,1,54,4492,0,Thu,Oct,14.5
325,iiitd,ac.in,0,multipart/alternative,0,6,1,0,21,2658,2,Fri,Oct,9.483333333333333
326,amazon,in,0,multipart/mixed,0,0,0,0,49,4,3,Wed,Dec,0.4
327,iiitd,ac.in,1,multipart/related,0,0,0,0,12,181582,2,Fri,Sep,18.033333333333335
328,hackerrank,com,0,multipart/alternative,1,10,0,0,28,46576,0,Tue,Jan,14.966666666666667
329,brilliant,org,0,multipart/alternative,5,21,0,0,79,39126,0,Tue,Aug,16.683333333333334
330,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,4.6
331,amazon,in,0,multipart/alternative,27,152,0,0,38,66301,3,Sun,Jun,2.85
332,nptel,iitm.ac.in,0,multipart/alternative,0,10,1,0,55,151746,0,Wed,Nov,9.55
333,xprize,org,0,multipart/alternative,6,32,0,0,45,44725,3,Sat,Dec,1.1666666666666667
334,usebackpack,com,0,multipart/alternative,4,19,0,0,37,27187,0,Thu,Jul,15.433333333333334
335,iiitd,ac.in,5,multipart/alternative,1,3,1,0,48,4633,2,Fri,Jun,15.433333333333334
336,send,grammarly.com,0,multipart/alternative,9,46,0,0,51,25935,3,Wed,Nov,11.05
337,iiitd,ac.in,3,multipart/alternative,0,0,1,0,25,343,2,Sun,Jan,19.183333333333334
338,codecademy,com,0,multipart/alternative,0,11,0,0,39,6889,3,Tue,Mar,22.916666666666668
339,google,com,1,multipart/alternative,4,12,0,0,31,6007,0,Wed,Jul,15.683333333333334
340,google,com,2,multipart/alternative,4,12,0,0,41,6154,0,Wed,Aug,13.216666666666667
341,primevideo,com,0,multipart/alternative,70,222,0,0,35,102939,3,Sat,Dec,8.483333333333333
342,mail,goodreads.com,0,multipart/mixed,0,0,0,0,15,4,1,Thu,Jun,6.1
343,newsletter,speakingtree.in,0,multipart/alternative,12,63,0,0,36,28067,3,Mon,Feb,19.366666666666667
344,iiitd,ac.in,1,multipart/alternative,0,1,0,0,47,2997,2,Fri,Oct,12.35
345,amazon,in,0,multipart/alternative,24,145,0,0,42,69272,3,Sat,Sep,0.2
346,iiitd,ac.in,4,multipart/alternative,1,3,1,1,25,5762,2,Tue,May,11.283333333333333
347,linkedin,com,0,multipart/alternative,5,29,1,0,32,25102,0,Thu,Apr,11.416666666666666
348,iiitd,ac.in,0,multipart/alternative,0,4,1,0,99,2386,2,Mon,May,16.166666666666668
349,youtube,com,0,multipart/alternative,28,117,0,1,54,87632,1,Sun,Mar,14.766666666666667
350,facebookmail,com,0,text/plain,0,1,0,0,30,388,1,Sun,Feb,3.5666666666666664
351,iiitd,ac.in,0,multipart/mixed,0,2,0,0,47,22553,0,Wed,Jan,18.6
352,send,grammarly.com,0,multipart/alternative,12,52,0,0,42,38041,3,Tue,Dec,11.3
353,quora,com,0,multipart/alternative,10,107,0,0,97,96749,1,Sat,Apr,2.55
354,iiitd,ac.in,0,multipart/alternative,1,1,1,0,39,2896,2,Wed,Mar,9.466666666666667
355,usebackpack,com,0,multipart/alternative,4,19,0,0,36,27259,0,Tue,Sep,16.6
356,iiitd,ac.in,0,multipart/mixed,0,0,0,0,7,216385,2,Wed,Jan,17.633333333333333
357,topcoder,com,0,multipart/alternative,30,179,1,0,87,166629,0,Sat,Jun,19.266666666666666
358,topcoder,com,0,multipart/alternative,7,31,1,0,103,31787,0,Fri,Sep,5.066666666666666
359,mails,travel-makemytrip.com,0,multipart/alternative,12,44,0,0,41,12344,0,Sun,Dec,22.066666666666666
360,marketing,goindigo.in,0,multipart/alternative,12,76,0,0,19,77993,3,Mon,Jul,18.45
361,quora,com,0,multipart/alternative,2,14,0,0,119,13286,1,Wed,Sep,7.116666666666666
362,quora,com,0,multipart/alternative,10,109,1,0,100,87391,1,Tue,Jul,8.466666666666667
363,linkedin,com,0,multipart/alternative,23,84,0,1,63,193362,1,Wed,Jul,12.016666666666667
364,iiitd,ac.in,2,multipart/mixed,0,11,1,0,40,240038,2,Mon,Jun,20.05
365,iiitd,ac.in,1,multipart/alternative,0,0,1,0,23,1544,2,Fri,Jun,16.55
366,twitter,com,0,multipart/alternative,6,54,0,1,50,36659,1,Wed,May,9.116666666666667
367,iiitd,ac.in,0,multipart/alternative,0,34,1,0,40,16026,2,Wed,Sep,13.75
368,onlinerti,com,0,multipart/mixed,1,0,0,0,38,301138,0,Wed,Aug,10.166666666666666
369,iiitd,ac.in,3,multipart/alternative,0,0,1,0,27,44538,2,Sun,Jul,21.733333333333334
370,iiitd,ac.in,6,multipart/mixed,0,6,1,0,29,1250496,2,Thu,Mar,17.066666666666666
371,mail,kotak.in,0,multipart/alternative,4,25,0,0,39,8532,0,Fri,Nov,17.216666666666665
372,twitter,com,0,multipart/alternative,11,33,0,0,57,16426,1,Tue,Feb,13.55
373,youtube,com,0,multipart/alternative,17,63,0,0,61,56757,1,Sat,Jun,18.783333333333335
374,statebankrewardz,com,0,text/html,5,22,0,0,30,10257,3,Thu,Oct,15.0
375,medium,com,0,multipart/alternative,6,37,0,0,16,28923,3,Wed,Feb,1.6166666666666667
376,amazon,in,0,multipart/mixed,0,0,0,0,39,4,3,Fri,Jun,0.35
377,quora,com,0,multipart/alternative,16,111,1,1,42,100172,1,Sun,Nov,2.25
378,google,com,0,text/html,4,20,0,0,36,6758,0,Tue,Apr,4.1
379,hackerrankmail,com,0,multipart/alternative,1,11,0,0,35,35287,0,Thu,Sep,15.783333333333333
380,topcoder,com,0,multipart/alternative,16,73,1,1,140,112444,3,Fri,Sep,14.083333333333334
381,google,com,0,text/html,2,12,0,0,36,4413,0,Sun,Feb,0.18333333333333332
382,iiitd,ac.in,0,multipart/alternative,0,7,1,0,35,4555,2,Thu,Sep,20.333333333333332
383,quora,com,0,multipart/alternative,13,115,1,1,47,105087,1,Thu,Mar,10.55
384,quora,com,0,multipart/alternative,8,15,0,0,66,13960,0,Thu,Mar,17.75
385,redwolf,in,0,multipart/alternative,7,25,0,0,40,6866,3,Fri,Apr,9.316666666666666
386,thomascook,in,0,multipart/alternative,21,60,1,0,42,22944,3,Sat,May,16.0
387,autodesk,com,0,text/html,6,12,0,0,39,8251,0,,May,11.216666666666667
388,news,foodpanda.in,0,multipart/alternative,17,57,0,0,123,58314,3,Fri,Mar,0.85
389,linkedin,com,0,multipart/alternative,7,19,0,0,26,20868,1,Fri,May,21.733333333333334
390,google,com,0,text/html,8,36,0,0,36,11117,0,Sat,May,1.45
391,notifications,pinterest.com,0,multipart/alternative,7,40,0,0,57,38331,1,Tue,Jul,8.6
392,amazon,in,0,multipart/alternative,31,267,1,0,29,117298,3,Sat,Jul,2.8166666666666664
393,linkedin,com,0,multipart/alternative,5,29,0,0,29,22963,0,Sat,Jul,8.766666666666667
394,sampark,gov.in,0,text/html,30,62,0,0,100,38868,3,Fri,Sep,17.6
395,quora,com,0,multipart/alternative,1,14,1,0,33,4868,1,Mon,Aug,21.483333333333334
396,hackerearth,com,0,multipart/alternative,9,33,1,0,52,24688,0,Wed,May,9.516666666666667
397,na,na,0,multipart/alternative,0,2,0,0,77,1121,0,Sat,Nov,4.65
398,iiitd,ac.in,3,multipart/alternative,0,2,1,0,33,2764,2,Fri,Nov,11.066666666666666
399,primevideo,com,0,multipart/alternative,71,228,1,0,68,104045,3,Sat,Mar,6.816666666666666
400,teamviewer,com,0,text/html,1,4,1,0,27,3096,0,,Mar,9.333333333333334
401,linkedin,com,0,multipart/alternative,7,26,0,0,43,21075,1,Tue,Apr,22.1
402,indiatimes,com,0,text/html,11,142,0,1,76,61115,3,Tue,Dec,8.05
403,iiitd,ac.in,6,multipart/alternative,0,0,1,0,22,1055,2,Fri,Apr,13.866666666666667
404,m,mail.coursera.org,0,multipart/alternative,33,152,0,0,27,100327,0,Mon,Oct,3.716666666666667
405,youtube,com,0,multipart/alternative,21,77,0,0,97,70073,1,Wed,Mar,19.666666666666668
406,topcoder,com,0,multipart/alternative,14,45,0,0,66,72662,0,Fri,Oct,17.916666666666668
407,youtube,com,0,multipart/alternative,16,67,1,0,93,58166,1,Sat,Apr,16.1
408,quora,com,0,multipart/alternative,14,103,1,0,121,101640,1,Sat,Jun,5.616666666666667
409,amazon,in,0,multipart/alternative,5,46,0,0,39,23376,0,Mon,Aug,10.316666666666666
410,google,com,0,text/html,18,76,0,0,36,24900,0,Fri,Jul,13.266666666666667
411,na,na,0,multipart/alternative,2,33,0,0,61,11572,0,Thu,Dec,2.216666666666667
412,google,com,0,multipart/alternative,31,135,0,0,57,129336,0,Thu,Mar,20.783333333333335
413,piazza,com,0,multipart/alternative,0,18,0,1,54,16128,0,Mon,Aug,15.333333333333334
414,newsletter,speakingtree.in,0,multipart/alternative,12,88,0,1,48,36081,0,Mon,Apr,8.016666666666667
415,na,na,0,text/html,0,15,0,0,52,16282,0,Tue,Jun,16.8
416,amazon,in,0,multipart/alternative,29,176,0,0,51,77607,3,Fri,Jan,13.0
417,google,com,0,text/html,2,12,0,0,37,4352,0,Tue,Dec,6.516666666666667
418,khanacademy,org,0,multipart/alternative,2,24,0,0,23,14275,3,Sun,Jun,4.833333333333333
419,flipkartletters,com,0,text/html,36,84,0,0,38,56377,3,Sun,Aug,1.8
420,iiitd,ac.in,1,multipart/related,0,0,0,0,66,1456705,2,Fri,Nov,17.466666666666665
421,hackerearth,com,0,multipart/alternative,3,14,1,0,39,27171,0,Thu,Sep,7.7
422,ieee,org,0,multipart/alternative,3,17,1,1,60,5687,0,Wed,Jun,9.6
423,gmail,com,0,multipart/alternative,0,0,1,0,8,1476,0,Fri,Nov,18.283333333333335
424,iiitd,ac.in,0,multipart/alternative,0,4,1,0,44,3028,2,Tue,Nov,12.75
425,usebackpack,com,0,multipart/alternative,4,20,0,0,36,30449,0,Mon,Jul,11.383333333333333
426,springboard,com,0,multipart/alternative,0,15,0,1,34,8987,0,Wed,Apr,9.166666666666666
427,quora,com,0,multipart/alternative,15,119,0,1,51,112975,1,Fri,May,12.45
428,topcoder,com,0,multipart/alternative,23,94,0,0,42,92307,3,Sat,Mar,5.05
429,iiitd,ac.in,0,multipart/mixed,2,12,1,0,53,632029,2,Sat,Nov,18.433333333333334
430,magento,com,0,multipart/alternative,8,37,0,0,29,15492,3,Sun,Apr,22.216666666666665
431,t,logmein.com,0,multipart/alternative,16,31,1,0,40,18019,0,Thu,Feb,7.266666666666667
432,github,com,1,multipart/alternative,3,18,0,0,48,3888,2,Tue,Jul,15.633333333333333
433,iiitd,ac.in,1,multipart/alternative,0,0,1,0,31,2360,2,Tue,May,23.783333333333335
434,iiitd,ac.in,0,multipart/mixed,0,0,1,0,83,633048,2,Thu,Mar,15.516666666666667
435,medium,com,0,multipart/alternative,26,184,1,0,137,80878,0,Sat,Feb,6.75
436,iiitd,ac.in,0,multipart/alternative,3,24,1,1,56,16836,2,Sun,Jul,15.666666666666666
437,twitter,com,0,multipart/alternative,34,209,1,0,37,98915,1,Fri,May,10.183333333333334
438,linkedin,com,0,multipart/alternative,17,94,0,0,63,95416,1,Wed,Oct,1.15
439,google,com,0,multipart/alternative,3,8,0,0,48,2733,0,Fri,Jul,10.733333333333333
440,google,com,0,text/html,2,12,0,0,40,4493,0,Thu,Dec,0.25
441,usebackpack,com,0,multipart/alternative,3,17,0,0,34,30005,0,Fri,Mar,8.8
442,iiitd,ac.in,2,multipart/alternative,6,18,1,1,86,19404,2,Wed,Nov,14.6
443,linkedin,com,0,multipart/alternative,7,22,1,0,26,37369,1,Mon,Jun,13.0
444,usebackpack,com,0,multipart/alternative,4,19,0,0,35,26974,0,Thu,Jul,16.683333333333334
445,amazon,in,0,multipart/alternative,12,102,0,0,72,47568,3,Wed,Jul,9.766666666666667
446,linkedin,com,0,multipart/alternative,6,28,0,0,36,26596,1,Sat,Nov,13.3
447,iiitd,ac.in,2,multipart/alternative,2,10,1,0,52,18876,2,Tue,May,0.9
448,sampark,gov.in,0,text/html,3,17,1,1,59,18570,0,Tue,Jun,20.25
449,kotak,in,0,text/html,0,48,1,0,81,46295,0,Tue,Aug,8.35
450,studapart,com,0,multipart/alternative,4,12,0,0,60,26362,0,Mon,Jul,22.25
451,iiitd,ac.in,0,text/plain,0,1,1,0,18,3036,2,Mon,May,9.116666666666667
452,iiitd,ac.in,1,multipart/alternative,0,0,1,0,21,295,2,Tue,Nov,9.6
453,twitter,com,0,multipart/alternative,29,198,1,1,205,92381,1,Fri,Dec,8.966666666666667
454,usebackpack,com,0,multipart/alternative,4,17,0,0,35,30201,0,Wed,Aug,5.783333333333333
455,twitter,com,0,multipart/alternative,9,55,0,0,51,40344,1,Wed,Mar,13.0
456,amazon,in,0,multipart/alternative,6,115,0,0,32,53912,3,Tue,Mar,0.11666666666666667
457,iiitd,ac.in,0,multipart/alternative,5,13,0,0,59,6140,2,Thu,Nov,17.5
458,cbsnewsletter,com,0,multipart/alternative,8,39,0,0,91,17697,3,Mon,Oct,13.616666666666667
459,topcoder,com,0,multipart/alternative,6,38,0,0,47,64702,3,Mon,May,17.7
460,usebackpack,com,0,multipart/alternative,4,19,0,0,37,27237,0,Tue,Nov,16.166666666666668
461,successfactors,eu,0,text/html,0,1,1,0,65,1642,0,Fri,Apr,5.5
462,iiitd,ac.in,0,multipart/alternative,0,19,1,0,37,16601,2,Wed,Jan,17.033333333333335
463,iiitd,ac.in,1,multipart/alternative,0,0,1,0,23,2727,2,Wed,Jan,9.15
464,newsletter,foodpanda.in,0,multipart/alternative,11,34,0,0,39,44880,0,Sun,Jun,21.0
465,amazon,in,0,multipart/alternative,13,58,0,0,41,46943,0,Sat,Sep,12.083333333333334
466,primevideo,com,0,multipart/alternative,60,196,1,0,42,88926,3,Sat,Sep,7.283333333333333
467,primevideo,com,0,multipart/alternative,29,110,1,0,42,96481,3,Sat,May,6.416666666666667
468,amazon,in,0,multipart/mixed,0,0,0,0,30,4,3,Thu,Nov,0.3
469,newsgram,hp.com,0,multipart/alternative,9,91,0,0,131,36983,3,Tue,Jan,22.6
470,usebackpack,com,0,multipart/alternative,4,19,1,0,38,27368,0,Sun,Sep,6.233333333333333
471,linkedin,com,0,multipart/alternative,16,68,0,0,87,70028,1,Wed,Jul,18.05
472,usebackpack,com,0,text/html,4,14,0,0,36,24864,0,Sun,Oct,8.35
473,usebackpack,com,0,multipart/alternative,4,19,0,0,37,26979,0,Mon,Nov,16.783333333333335
474,centralesupelec,fr,0,multipart/alternative,0,0,0,0,98,4083,0,Mon,Jul,16.783333333333335
475,academia-mail,com,0,multipart/alternative,1,13,1,1,82,34620,3,Fri,Oct,7.766666666666667
476,amazon,in,0,multipart/alternative,34,187,0,0,68,86966,3,Fri,Jun,2.9
477,mailer,netflix.com,0,multipart/alternative,10,50,0,0,50,38909,3,Sat,Mar,3.0
478,iiitd,ac.in,0,multipart/alternative,1,1,1,1,42,15646,2,Mon,Sep,10.783333333333333
479,linkedin,com,0,multipart/alternative,8,25,1,0,37,31911,1,Fri,Jul,13.033333333333333
480,researchgatemail,net,0,multipart/alternative,9,44,0,1,61,27574,1,Fri,Dec,10.016666666666667
481,iiitd,ac.in,2,multipart/alternative,0,3,1,0,61,3984,2,Fri,May,11.816666666666666
482,iiitd,ac.in,0,multipart/alternative,0,0,1,0,49,5768,2,Mon,Aug,16.516666666666666
483,iiitd,ac.in,3,multipart/alternative,0,0,1,0,41,343,2,Fri,Dec,19.933333333333334
484,nvidia,com,0,multipart/alternative,24,76,0,0,30,78566,3,Fri,Sep,11.6
485,mail,goodreads.com,0,multipart/mixed,0,0,0,0,16,4,1,Thu,Mar,11.183333333333334
486,iiitd,ac.in,0,multipart/alternative,0,0,1,0,9,1097,2,Sat,Apr,16.516666666666666
487,iiitd,ac.in,5,multipart/alternative,1,9,1,0,38,4781,2,Fri,Oct,23.583333333333332
488,amazon,in,0,multipart/alternative,23,252,0,0,43,126873,3,Sat,Nov,0.43333333333333335
489,m,mail.coursera.org,0,multipart/alternative,25,120,0,0,28,80294,0,Tue,Jan,3.2666666666666666
490,amazon,in,0,multipart/alternative,32,185,1,0,53,84568,3,Mon,Nov,6.583333333333333
491,centralesupelec,fr,0,multipart/related,0,5,1,0,99,1272092,0,Mon,Oct,15.466666666666667
492,kaggle,intercom-mail.com,0,multipart/alternative,2,10,0,1,50,17292,0,Fri,Dec,17.7
493,linkedin,com,0,multipart/alternative,10,43,1,0,98,75810,1,Wed,Jul,0.05
494,amazon,in,0,multipart/alternative,1,45,1,0,54,16648,0,Thu,Mar,17.683333333333334
495,amazon,in,0,multipart/alternative,5,50,0,0,101,24193,0,Wed,Jul,10.833333333333334
496,classroom,google.com,0,multipart/alternative,6,13,0,0,24,5544,0,Fri,Dec,1.0833333333333333
497,bigbasket,in,0,text/html,12,27,0,0,50,14937,3,Fri,Jan,15.066666666666666
498,m,mail.coursera.org,0,multipart/alternative,33,152,0,0,27,100377,0,Mon,Jan,12.016666666666667
499,usebackpack,com,0,text/html,4,13,0,0,42,27806,0,Fri,Jan,4.533333333333333
500,linkedin,com,0,multipart/alternative,17,87,0,0,44,78052,1,Mon,Aug,8.283333333333333
501,iiitd,ac.in,0,multipart/alternative,0,21,1,1,51,31076,2,Fri,Sep,12.316666666666666
502,medium,com,0,multipart/alternative,20,134,1,0,177,61063,0,Tue,Jun,6.333333333333333
503,email,apple.com,0,multipart/alternative,2,13,1,0,64,15900,0,Mon,Dec,5.683333333333334
504,youtube,com,0,multipart/alternative,12,50,0,0,62,42382,1,Mon,May,8.316666666666666
505,iiitd,ac.in,7,multipart/alternative,0,0,1,0,53,14849,2,Thu,May,14.966666666666667
506,na,na,0,multipart/mixed,2,8,1,0,51,15236,0,Thu,Aug,15.866666666666667
507,youtube,com,0,multipart/alternative,28,121,1,0,58,80526,1,Fri,Jul,4.55
508,amazon,in,0,multipart/alternative,9,121,0,0,32,60908,3,Tue,Nov,0.06666666666666667
509,enti,cat,0,text/plain,0,4,0,1,109,2433,0,Sat,Jul,10.883333333333333
510,flipkartletters,com,0,text/html,30,73,1,0,28,51060,3,Mon,Jul,10.916666666666666
511,kotak,in,0,multipart/alternative,17,33,1,0,62,34900,0,Fri,Nov,14.166666666666666
512,edm,efinmail.com,0,multipart/alternative,1,7,0,0,111,2920,0,Sun,Mar,7.483333333333333
513,google,com,0,text/html,4,20,0,0,38,6980,0,Tue,Jul,1.05
514,google,com,0,text/html,2,12,0,0,30,4299,0,Sat,May,18.283333333333335
515,usebackpack,com,0,multipart/alternative,4,19,0,0,36,27059,0,Fri,Mar,16.1
516,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,15.166666666666666
517,flipkartletters,com,0,text/html,24,61,1,0,44,43636,3,Sun,Apr,2.2
518,twitter,com,0,multipart/alternative,33,195,0,0,59,102468,1,Sun,Aug,9.066666666666666
519,iiitd,ac.in,2,multipart/alternative,0,0,1,0,56,2122,2,Wed,Sep,21.066666666666666
520,getpostman,com,0,multipart/alternative,5,97,1,0,47,49367,3,Fri,Dec,19.883333333333333
521,iiitd,ac.in,0,multipart/related,0,0,0,0,46,420608,2,Tue,Mar,15.966666666666667
522,iiitd,ac.in,3,multipart/alternative,0,5,1,0,49,3428,2,Fri,Sep,17.683333333333334
523,freekacharge,com,0,text/html,1,8,0,0,61,2170,0,,Sep,10.766666666666667
524,iiitd,ac.in,1,multipart/mixed,0,0,0,0,38,73731,2,Mon,Nov,17.266666666666666
525,news,foodpanda.in,0,multipart/alternative,10,41,0,0,52,44971,3,Wed,Jul,1.1833333333333333
526,symless,com,0,multipart/alternative,16,37,1,0,78,50694,3,Thu,Dec,2.3
527,twitter,com,0,multipart/alternative,18,183,0,0,112,100166,1,Tue,Jun,10.533333333333333
528,makemytrip,com,0,multipart/mixed,0,8,1,0,58,54123,0,Fri,Apr,3.216666666666667
529,myworkday,com,0,text/html,0,7,1,1,28,5204,0,Sat,Aug,9.483333333333333
530,linkedin,com,0,multipart/alternative,9,41,0,0,61,41317,1,Wed,Aug,1.3166666666666667
531,quora,com,0,multipart/alternative,12,121,0,1,142,104958,1,Tue,Apr,10.316666666666666
532,amazon,in,0,multipart/alternative,30,250,1,0,11,113746,3,Fri,Jul,0.21666666666666667
533,hackerearth,com,0,multipart/alternative,6,23,1,0,39,34287,3,Thu,Aug,8.05
534,iiitd,ac.in,3,multipart/alternative,0,2,1,0,32,3627,2,Tue,Apr,3.7666666666666666
535,sampark,gov.in,0,text/html,1,27,0,0,127,16467,0,Sat,Mar,19.216666666666665
536,linkedin,com,0,multipart/alternative,11,34,0,0,55,28718,1,Mon,Aug,7.416666666666667
537,nvidia,com,0,multipart/alternative,11,47,0,1,66,52565,0,Tue,Dec,10.483333333333333
538,quora,com,0,multipart/alternative,15,111,1,1,51,105364,1,Sun,Sep,12.116666666666667
539,google,com,0,text/html,2,12,0,0,38,4359,0,Tue,May,4.8
540,linkedin,com,0,multipart/alternative,4,26,0,0,45,20539,1,Tue,Jul,20.116666666666667
541,amazon,in,0,multipart/alternative,1,45,1,0,54,16636,0,Sun,Apr,21.366666666666667
542,atlassian,com,0,multipart/alternative,5,48,0,0,33,25106,0,Fri,Sep,19.883333333333333
543,na,na,0,multipart/mixed,0,0,0,0,30,4,0,Fri,Dec,2.6833333333333336
544,amazon,in,0,multipart/mixed,0,0,0,0,79,4,3,Mon,May,12.3
545,ieee,org,0,multipart/alternative,2,13,0,0,99,4755,3,Thu,Feb,6.55
546,iiitd,ac.in,0,multipart/related,0,6,1,0,86,14135160,2,Thu,Apr,14.066666666666666
547,dominos,co.in,0,text/html,5,22,1,0,30,12840,0,Sun,Jun,18.233333333333334
548,m2i,in,0,multipart/alternative,4,12,0,0,32,2676,0,Tue,Sep,9.9
549,usebackpack,com,0,multipart/alternative,4,23,0,0,36,27801,0,Sat,Aug,11.616666666666667
550,bigbasket,in,0,text/html,6,18,0,0,78,8803,3,Tue,Apr,16.666666666666668
551,sampark,gov.in,0,text/html,13,33,0,0,49,21479,3,Tue,Feb,13.266666666666667
552,mails,travel-makemytrip.com,0,multipart/alternative,13,48,0,0,28,10288,3,Sat,Apr,21.966666666666665
553,sampark,gov.in,0,text/html,44,94,0,0,40,26626,3,Tue,Feb,19.616666666666667
554,iiitd,ac.in,5,multipart/related,0,0,0,0,116,727412,2,Wed,Oct,18.4
555,gate,iisc.ernet.in,0,text/plain,0,0,1,0,36,326,0,Mon,Sep,23.466666666666665
556,usebackpack,com,0,multipart/alternative,4,19,0,0,34,26897,0,Wed,Aug,6.616666666666667
